1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,14,21,21,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,1,1,1,14,21,21,21,21,21,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,14,21,21,21,21,21,21,21,21,21,10,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,16,17,17,17,17,17,18,1,1,1,1,1,1,1,1,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,19,1,1,1,1,1,1,1,1,1,1,1,1,14,21,21,21,21,21,21,10,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,6,17,17,17,17,17,17,17,17,17,17,18,1,1,1,1,1,1,1,1,15,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,1,1,1,1,1,1,1,15,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,1,1,1,1,1,1,1,15,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,17,17,17,17,18,1,1,15,0,0,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,19,1,1,14,21,21,10,0,19,1,1,1,1
1,1,1,1,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,1,1,1,1,1,15,3,19,1,1,1,1
1,1,1,1,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,1,1,1,1,1,15,3,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,19,1,1,1,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,17,17,18,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,21,21,21,20,1,1,15,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,19,1,1,1,1,1,16,12,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,20,1,1,1,1,1,15,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19,1,1,1,16,17,17,12,0,0,19,1,1,1,1
1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19,1,1,1,15,0,0,0,0,0,19,1,1,1,1
1,1,1,1,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,14,21,21,21,21,21,20,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
